region,province,company,sector,industry,longitude,latitude,coordinates
NCR,Metro Manila,"PALARIS CARGO HANDLERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9963074,14.583395,"14.583395,120.9963074"
NCR,Metro Manila,KNI TRUCKING,Transportation,Land Transport and Transport Via Pipelines,120.9962387,14.6110296,"14.6110296,120.9962387"
NCR,Metro Manila,"GLX FORWARDING, INC.",Transportation,Warehousing and Support Activities for Transportation,120.99618,14.522943,"14.522943,120.99618"
NCR,Metro Manila,"AGILITY INTERNATIONAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9961774,14.4990786,"14.4990786,120.9961774"
NCR,Metro Manila,"ALL NATIONS CARGO SYSTEMS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.996157,14.51808,"14.51808,120.996157"
NCR,Metro Manila,"IJS GLOBAL PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.995969,14.499563,"14.499563,120.995969"
NCR,Metro Manila,ASIA PACIFIC ECONOMIC ENTERPRISES CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9957531,14.5173774,"14.5173774,120.9957531"
NCR,Metro Manila,BEST LOGISTICS FREIGHT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9951175,14.4172259,"14.4172259,120.9951175"
NCR,Metro Manila,PAC-ATLANTIC LINES PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9950941,14.5877847,"14.5877847,120.9950941"
NCR,Metro Manila,PAC-ATLANTIC LINES PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9950941,14.5877847,"14.5877847,120.9950941"
NCR,Metro Manila,"I-CIRERA EXPRESS WORLDWIDE, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9950642,14.6371094,"14.6371094,120.9950642"
NCR,Metro Manila,"AFREIGHT PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,120.9950477,14.4785776,"14.4785776,120.9950477"
NCR,Metro Manila,"NHJ HORIZON, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9948114,14.660204,"14.660204,120.9948114"
NCR,Metro Manila,"RMA CARGO LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9946584,14.4843056,"14.4843056,120.9946584"
NCR,Metro Manila,"CTZ-CARGOTRANZ SHIPPING & TRANSPORT, INC.",Transportation,Warehousing and Support Activities for Transportation,120.99447,14.5385526,"14.5385526,120.99447"
NCR,Metro Manila,CITADEL LINES INC.,Transportation,Warehousing and Support Activities for Transportation,120.9943547,14.5710454,"14.5710454,120.9943547"
NCR,Metro Manila,REGAN INDUSTRIAL SALES,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.9942665,14.7151342,"14.7151342,120.9942665"
NCR,Metro Manila,URGENT CARGO EXPRESS INT'L. FORWARDER & BROKERAGE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9942116,14.5152518,"14.5152517981484,120.994211609143"
NCR,Metro Manila,"HANKYU HANSHIN EXPRESS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9941322,14.4926228,"14.4926228,120.9941322"
NCR,Metro Manila,"ARM-G INTERNATIONAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.994006,14.565446,"14.565446,120.994006"
NCR,Metro Manila,"JAPAN CONTAINER LINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.99397,14.518965,"14.518965,120.99397"
NCR,Metro Manila,GROUND-AIR FREIGHT FORWARDING CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9939053,14.4768643,"14.4768643,120.9939053"
NCR,Metro Manila,"CELINE GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9938992,14.5411948,"14.5411948,120.9938992"
NCR,Metro Manila,8R FLANDERS CFS INC.,Transportation,Land Transport and Transport Via Pipelines,120.9938507,14.585454,"14.585454,120.9938507"
NCR,Metro Manila,"FIRST IMPERIAL CARGO, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9938159,14.5307843,"14.5307843,120.9938159"
NCR,Metro Manila,FULL SPEED FREIGHT SYSTEMS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9937812,14.5728099,"14.5728099,120.9937812"
NCR,Metro Manila,PRESIDENT MARINE PRODUCS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.993735,14.714048,"14.714048,120.993735"
NCR,Metro Manila,PRESIDENT MARINE PRODUCS CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.993735,14.714048,"14.714048,120.993735"
NCR,Metro Manila,NJM TRANSPORT SERVICES,Transportation,Land Transport and Transport Via Pipelines,120.9934559,14.6986277,"14.6986277,120.9934559"
NCR,Metro Manila,"AGX EXPRESS PHILS., INC",Transportation,Warehousing and Support Activities for Transportation,120.9932144,14.4956757,"14.4956757,120.9932144"
NCR,Metro Manila,WELLCROSS FREIGHT CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9930694,14.5497927,"14.5497927,120.9930694"
NCR,Metro Manila,"KINTETSU WORLD EXPRESS PHILS., INC",Transportation,Warehousing and Support Activities for Transportation,120.9929252,14.4917876,"14.4917876,120.9929252"
NCR,Metro Manila,ELITEX LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9928685,14.4872303,"14.4872303,120.9928685"
NCR,Metro Manila,"TRANS-GLOBAL CONSOLIDATORS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9928545,14.4953204,"14.4953204,120.9928545"
NCR,Metro Manila,RAFLI INTERNATIONAL CARGO TRUCKING CORP.,Transportation,Land Transport and Transport Via Pipelines,120.992836,14.4857311,"14.4857311,120.992836"
NCR,Metro Manila,"AJ & J CARGO MOVERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9927858,14.57291215,"14.5729121451978,120.992785765025"
NCR,Metro Manila,N.E.S. CARGO EXPRESS INTERNATIONAL CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9926758,14.4172846,"14.4172846,120.9926758"
NCR,Metro Manila,MEL CONTAINER LINES CORPORATION,Transportation,Warehousing and Support Activities for Transportation,120.9925015,14.5714079,"14.5714079,120.9925015"
NCR,Metro Manila,ANTRAK PHILIPPINES TRANSPORT SOLUTIONS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9923887,14.496161,"14.496161,120.9923887"
NCR,Metro Manila,"ASIA OVERSEAS TRANSPORT CO., INC.",Transportation,Warehousing and Support Activities for Transportation,120.9923863,14.4954405,"14.4954405,120.9923863"
NCR,Metro Manila,"LAMBERT WILLIAMS LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9923856,14.4967773,"14.4967773,120.9923856"
NCR,Metro Manila,PHILIPPINE AIRLINES,Transportation,Air Transport,120.992372,14.572347,"14.572347,120.992372"
NCR,Metro Manila,"F2 GLOBAL LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9923482,14.4961435,"14.4961435,120.9923482"
NCR,Metro Manila,"MULTIFREIGHT CONSOLIDATOR SYSTEM, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9923285,14.4959204,"14.4959204,120.9923285"
NCR,Metro Manila,"SAVVY LOGISTICS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9923065,14.4957025,"14.4957025,120.9923065"
NCR,Metro Manila,ASL LOGISTICS WORLDWIDE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9922753,14.4961708,"14.4961708,120.9922753"
NCR,Metro Manila,"MAKATI EXPRESS CARGO, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9921927,14.4959117,"14.4959117,120.9921927"
NCR,Metro Manila,"VALUKARGO GROUPAGE SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9921815,14.5454891,"14.5454891,120.9921815"
NCR,Metro Manila,"PACIFIC SHIPPING AND DISTRIBUTION, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9921659,14.4960064,"14.4960064,120.9921659"
NCR,Metro Manila,OIA GLOBAL LOGISTICS,Transportation,Warehousing and Support Activities for Transportation,120.9921504,14.4960194,"14.4960194,120.9921504"
NCR,Metro Manila,FREIGHT OPTIONS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9921413,14.496027,"14.496027,120.9921413"
NCR,Metro Manila,88 SUNFREIGHT EXPRESS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9920604,14.4959933,"14.4959933,120.9920604"
NCR,Metro Manila,EXCELSIOR WORLDWIDE FREIGHT LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.992035,14.577813,"14.577813,120.992035"
NCR,Metro Manila,MAXFREIGHT LOGISTICS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9920321,14.4961185,"14.4961185,120.9920321"
NCR,Metro Manila,CARGOAIRE MARITIME CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9920235,14.4959756,"14.4959756,120.9920235"
NCR,Metro Manila,GRANDLINK FREIGHT INTERNATIONAL INC.,Transportation,Warehousing and Support Activities for Transportation,120.9920235,14.4959756,"14.4959756,120.9920235"
NCR,Metro Manila,ASIAN BRIDGE EXPRESS INC.,Transportation,Warehousing and Support Activities for Transportation,120.992007,14.4961395,"14.4961395,120.992007"
NCR,Metro Manila,"EASTRANS LINE PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,120.9919837,14.5454492,"14.5454492,120.9919837"
NCR,Metro Manila,"G.E. CONTAINER LINES PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,120.9918925,14.5453973,"14.5453973,120.9918925"
NCR,Metro Manila,"MACOLINE FREIGHT FORWARDING SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.991796,14.5454074,"14.5454074,120.991796"
NCR,Metro Manila,"KORNET EXPRESS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9917051,14.4887098,"14.4887098,120.9917051"
NCR,Metro Manila,ATOM LOGISTICS CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9916999,14.5786204,"14.5786204,120.9916999"
NCR,Metro Manila,CARGOAIRE FREIGHT FORWARDERS INC.,Transportation,Warehousing and Support Activities for Transportation,120.9916545,14.4914342,"14.4914342,120.9916545"
NCR,Metro Manila,GULF AIR CARGO,Transportation,Air Transport,120.9916178,14.5525236,"14.5525236,120.9916178"
NCR,Metro Manila,SEA PINE SHIPPING CO.,Transportation,Warehousing and Support Activities for Transportation,120.9915848,14.570199,"14.570199,120.9915848"
NCR,Metro Manila,FAR EAST MULTI-TRANS AGENCY PHILS. INC.,Transportation,Warehousing and Support Activities for Transportation,120.9915848,14.570199,"14.570199,120.9915848"
NCR,Metro Manila,ONEWORLD ALLIANCE LOGISTICS CORP,Transportation,Warehousing and Support Activities for Transportation,120.9915848,14.570199,"14.570199,120.9915848"
NCR,Metro Manila,SIMPLY MOVING PHILLIPINES,Retail,Wholesale and Retail Trade and Repair of Motor Vehicles and Motorcycles,120.9915082,14.5845333,"14.5845333,120.9915082"
NCR,Metro Manila,"FIL-WORLD CARGO SERVICES, INC.",Transportation,Land Transport and Transport Via Pipelines,120.9914701,14.487526,"14.487526,120.9914701"
NCR,Metro Manila,"MD EXPRESS MANILA, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9913355,14.5704092,"14.5704092,120.9913355"
NCR,Metro Manila,"TAP WORLD EXPRESS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9913279,14.4896777,"14.4896777,120.9913279"
NCR,Metro Manila,VIRJEN SHIPPING CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9912618,14.5703198,"14.5703198,120.9912618"
NCR,Metro Manila,RAF INTERNATIONAL FORWARDING PHILS. INC.,Transportation,Water Transport,120.9912384,14.4899077,"14.4899077,120.9912384"
NCR,Metro Manila,"TRIDENT WORLDWIDE TRANSPORT LOGISTICS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9912307,14.4886063,"14.4886063,120.9912307"
NCR,Metro Manila,"HECNY FORWARDERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.991163,14.551202,"14.551202,120.991163"
NCR,Metro Manila,"MERCURY FREIGHT INTERNATIONAL, INC.",Transportation,Warehousing and Support Activities for Transportation,120.991096,14.488142,"14.488142,120.991096"
NCR,Metro Manila,"SINO FREIGHT FORWARDING & SERVICES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9910483,14.48750048,"14.4875004782227,120.991048309202"
NCR,Metro Manila,"MOF COMPANY, INC.",Transportation,Warehousing and Support Activities for Transportation,120.991041,14.547944,"14.547944,120.991041"
NCR,Metro Manila,MOF COMPANY SUBIC INC.,Transportation,Warehousing and Support Activities for Transportation,120.991041,14.547944,"14.547944,120.991041"
NCR,Metro Manila,"SAGAWA EXPRESS PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,120.991041,14.547944,"14.547944,120.991041"
NCR,Metro Manila,"OOCL LOGISTICS PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9909946,14.5763694,"14.5763694,120.9909946"
NCR,Metro Manila,HE-MAX INDUSTRIAL CORP.,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.9909782,14.6511483,"14.6511483,120.9909782"
NCR,Metro Manila,CARGO BAYAN INC.,Transportation,Warehousing and Support Activities for Transportation,120.9907653,14.5777584,"14.5777584,120.9907653"
NCR,Metro Manila,LOGISTICS CARGO FORWARDERS BROKERAGE CORP.,Transportation,Warehousing and Support Activities for Transportation,120.9907616,14.4911101,"14.4911101,120.9907616"
NCR,Metro Manila,"LF GLOBAL LOGISTICS SOLUTIONS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9904596,14.5727429,"14.5727429,120.9904596"
NCR,Metro Manila,"ELITSPED SERVICES , INC.",Transportation,Warehousing and Support Activities for Transportation,120.9901757,14.5722715,"14.5722715,120.9901757"
NCR,Metro Manila,"NORTHERN LOGISTICS UNLIMITED SYSTEM, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9901596,14.5721975,"14.5721975,120.9901596"
NCR,Metro Manila,SUPER SHOPPING MARKET INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,120.990132,14.563045,"14.563045,120.990132"
NCR,Metro Manila,SUPER SHOPPING MARKET INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,120.990132,14.563045,"14.563045,120.990132"
NCR,Metro Manila,"STANDARD INSURANCE CO., INC.",Transportation,Warehousing and Support Activities for Transportation,120.9901127,14.5722364,"14.5722364,120.9901127"
NCR,Metro Manila,"UNIVERSAL MERCHANTS CARGO MOVERS, INC.",Transportation,Warehousing and Support Activities for Transportation,120.990086,14.48987,"14.48987,120.990086"
NCR,Metro Manila,ODD CUBES INCORPORATED,Transportation,Warehousing and Support Activities for Transportation,120.9898559,14.6661792,"14.6661792,120.9898559"
NCR,Metro Manila,NCCI MARINE INC.,Transportation,Warehousing and Support Activities for Transportation,120.9898155,14.5779498,"14.5779498,120.9898155"
NCR,Metro Manila,POWER STEEL SPECIALIST TRADING CORPORATION,Retail,"Wholesale Trade, Except of Motor Vehicles and Motorcycles",120.9896331,14.6167314,"14.6167314,120.9896331"
NCR,Metro Manila,LG ARCHANGEL TRUCKING SERVICES,Transportation,Land Transport and Transport Via Pipelines,120.98961,14.6513608,"14.6513608,120.98961"
NCR,Metro Manila,SAMSON FREIGHT INC.,Transportation,Warehousing and Support Activities for Transportation,120.989565,14.494021,"14.494021,120.989565"
NCR,Metro Manila,MARIOBROS TRUCKING SERVICES,Transportation,Land Transport and Transport Via Pipelines,120.9895416,14.586153,"14.586153,120.9895416"
NCR,Metro Manila,GENEX CARGO FORWARDER,Transportation,Warehousing and Support Activities for Transportation,120.9894763,14.5774844,"14.5774844,120.9894763"
NCR,Metro Manila,MLZ CARGO FORWARDERS CO.,Transportation,Warehousing and Support Activities for Transportation,120.9894763,14.5774844,"14.5774844,120.9894763"
NCR,Metro Manila,E-KONEK PILIPINAS,Transportation,Warehousing and Support Activities for Transportation,120.9893141,14.5267403,"14.5267403,120.9893141"
NCR,Metro Manila,"CMA-CGM PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9888421,14.5253488,"14.5253488,120.9888421"
NCR,Metro Manila,"DHL GLOBAL FORWARDING PHILIPPINES, INC.",Transportation,Warehousing and Support Activities for Transportation,120.9887114,14.532605,"14.532605,120.9887114"
NCR,Metro Manila,"TRANSCONTAINER (TCL) PHILS., INC.",Transportation,Warehousing and Support Activities for Transportation,120.988674,14.5350397,"14.5350397,120.988674"
NCR,Metro Manila,EQUITEE FREIGHT & CUSTOMS BROKERAGE,Transportation,Warehousing and Support Activities for Transportation,120.9886498,14.57526484,"14.5752648407758,120.988649809204"
NCR,Metro Manila,"ORIENT FREIGHT INTERNATIONAL, INC.",Transportation,Warehousing and Support Activities for Transportation,120.988594,14.5865287,"14.5865287,120.988594"
