region,division,position,classification,status,number
Region IVA - CALABARZON,Division of Imus City,Special School Principal II,School Head Positions,Filled,0
Region IVA - CALABARZON,Division of Imus City,Assistant Special School Principal I,School Head Positions,Filled,0
Region IVA - CALABARZON,Division of Imus City,Head Teacher I,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Head Teacher II,School Head Positions,Unfilled,1
Region IVA - CALABARZON,Division of Imus City,Head Teacher III,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Head Teacher IV,School Head Positions,Unfilled,2
Region IVA - CALABARZON,Division of Imus City,Head Teacher V,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Head Teacher VI,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,School Principal I,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,School Principal II,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,School Principal III,School Head Positions,Unfilled,1
Region IVA - CALABARZON,Division of Imus City,School Principal IV,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Assistant School Principal I,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Assistant School Principal II,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Assistant School Principal III,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Special School Principal I,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Special School Principal II,School Head Positions,Unfilled,0
Region IVA - CALABARZON,Division of Imus City,Assistant Special School Principal I,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Head Teacher I,School Head Positions,Filled,1
Region VI - Western Visayas,Division of Iloilo City,Head Teacher II,School Head Positions,Filled,3
Region VI - Western Visayas,Division of Iloilo City,Head Teacher III,School Head Positions,Filled,23
Region VI - Western Visayas,Division of Iloilo City,Head Teacher IV,School Head Positions,Filled,15
Region VI - Western Visayas,Division of Iloilo City,Head Teacher V,School Head Positions,Filled,8
Region VI - Western Visayas,Division of Iloilo City,Head Teacher VI,School Head Positions,Filled,3
Region VI - Western Visayas,Division of Iloilo City,School Principal I,School Head Positions,Filled,17
Region VI - Western Visayas,Division of Iloilo City,School Principal II,School Head Positions,Filled,13
Region VI - Western Visayas,Division of Iloilo City,School Principal III,School Head Positions,Filled,16
Region VI - Western Visayas,Division of Iloilo City,School Principal IV,School Head Positions,Filled,8
Region VI - Western Visayas,Division of Iloilo City,Assistant School Principal I,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo City,Assistant School Principal II,School Head Positions,Filled,7
Region VI - Western Visayas,Division of Iloilo City,Assistant School Principal III,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo City,Special School Principal I,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo City,Special School Principal II,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo City,Assistant Special School Principal I,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo City,Head Teacher I,School Head Positions,Unfilled,1
Region VI - Western Visayas,Division of Iloilo City,Head Teacher II,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Head Teacher III,School Head Positions,Unfilled,2
Region VI - Western Visayas,Division of Iloilo City,Head Teacher IV,School Head Positions,Unfilled,5
Region VI - Western Visayas,Division of Iloilo City,Head Teacher V,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Head Teacher VI,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,School Principal I,School Head Positions,Unfilled,6
Region VI - Western Visayas,Division of Iloilo City,School Principal II,School Head Positions,Unfilled,3
Region VI - Western Visayas,Division of Iloilo City,School Principal III,School Head Positions,Unfilled,2
Region VI - Western Visayas,Division of Iloilo City,School Principal IV,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Assistant School Principal I,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Assistant School Principal II,School Head Positions,Unfilled,3
Region VI - Western Visayas,Division of Iloilo City,Assistant School Principal III,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Special School Principal I,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Special School Principal II,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo City,Assistant Special School Principal I,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo,Head Teacher I,School Head Positions,Filled,129
Region VI - Western Visayas,Division of Iloilo,Head Teacher II,School Head Positions,Filled,47
Region VI - Western Visayas,Division of Iloilo,Head Teacher III,School Head Positions,Filled,369
Region VI - Western Visayas,Division of Iloilo,Head Teacher IV,School Head Positions,Filled,28
Region VI - Western Visayas,Division of Iloilo,Head Teacher V,School Head Positions,Filled,3
Region VI - Western Visayas,Division of Iloilo,Head Teacher VI,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo,School Principal I,School Head Positions,Filled,294
Region VI - Western Visayas,Division of Iloilo,School Principal II,School Head Positions,Filled,93
Region VI - Western Visayas,Division of Iloilo,School Principal III,School Head Positions,Filled,49
Region VI - Western Visayas,Division of Iloilo,School Principal IV,School Head Positions,Filled,20
Region VI - Western Visayas,Division of Iloilo,Assistant School Principal I,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo,Assistant School Principal II,School Head Positions,Filled,46
Region VI - Western Visayas,Division of Iloilo,Assistant School Principal III,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo,Special School Principal I,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo,Special School Principal II,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo,Assistant Special School Principal I,School Head Positions,Filled,0
Region VI - Western Visayas,Division of Iloilo,Head Teacher I,School Head Positions,Unfilled,38
Region VI - Western Visayas,Division of Iloilo,Head Teacher II,School Head Positions,Unfilled,7
Region VI - Western Visayas,Division of Iloilo,Head Teacher III,School Head Positions,Unfilled,55
Region VI - Western Visayas,Division of Iloilo,Head Teacher IV,School Head Positions,Unfilled,4
Region VI - Western Visayas,Division of Iloilo,Head Teacher V,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo,Head Teacher VI,School Head Positions,Unfilled,1
Region VI - Western Visayas,Division of Iloilo,School Principal I,School Head Positions,Unfilled,33
Region VI - Western Visayas,Division of Iloilo,School Principal II,School Head Positions,Unfilled,17
Region VI - Western Visayas,Division of Iloilo,School Principal III,School Head Positions,Unfilled,3
Region VI - Western Visayas,Division of Iloilo,School Principal IV,School Head Positions,Unfilled,2
Region VI - Western Visayas,Division of Iloilo,Assistant School Principal I,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo,Assistant School Principal II,School Head Positions,Unfilled,15
Region VI - Western Visayas,Division of Iloilo,Assistant School Principal III,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo,Special School Principal I,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo,Special School Principal II,School Head Positions,Unfilled,0
Region VI - Western Visayas,Division of Iloilo,Assistant Special School Principal I,School Head Positions,Unfilled,0
Region I - Ilocos,Division of Ilocos Sur,Head Teacher I,School Head Positions,Filled,28
Region I - Ilocos,Division of Ilocos Sur,Head Teacher II,School Head Positions,Filled,11
Region I - Ilocos,Division of Ilocos Sur,Head Teacher III,School Head Positions,Filled,109
Region I - Ilocos,Division of Ilocos Sur,Head Teacher IV,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Head Teacher V,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Head Teacher VI,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,School Principal I,School Head Positions,Filled,71
Region I - Ilocos,Division of Ilocos Sur,School Principal II,School Head Positions,Filled,50
Region I - Ilocos,Division of Ilocos Sur,School Principal III,School Head Positions,Filled,35
Region I - Ilocos,Division of Ilocos Sur,School Principal IV,School Head Positions,Filled,42
Region I - Ilocos,Division of Ilocos Sur,Assistant School Principal I,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Assistant School Principal II,School Head Positions,Filled,1
Region I - Ilocos,Division of Ilocos Sur,Assistant School Principal III,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Special School Principal I,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Special School Principal II,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Assistant Special School Principal I,School Head Positions,Filled,0
Region I - Ilocos,Division of Ilocos Sur,Head Teacher I,School Head Positions,Unfilled,25
Region I - Ilocos,Division of Ilocos Sur,Head Teacher II,School Head Positions,Unfilled,8
Region I - Ilocos,Division of Ilocos Sur,Head Teacher III,School Head Positions,Unfilled,37
Region I - Ilocos,Division of Ilocos Sur,Head Teacher IV,School Head Positions,Unfilled,0
Region I - Ilocos,Division of Ilocos Sur,Head Teacher V,School Head Positions,Unfilled,0
Region I - Ilocos,Division of Ilocos Sur,Head Teacher VI,School Head Positions,Unfilled,4
Region I - Ilocos,Division of Ilocos Sur,School Principal I,School Head Positions,Unfilled,14
Region I - Ilocos,Division of Ilocos Sur,School Principal II,School Head Positions,Unfilled,3
